id_index,Predicted condition,25,55,85
1679,6.537499999999997,0.8713036499205621,0.6707693987613078,0.2261128514333433
2596,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
2071,5.024999999999994,0.9753444355965516,0.6557418754060068,0.1992759637468904
1430,8.4435,0.9632893805457612,0.7059354949174609,0.1807881239676426
1735,8.3915,0.9763296461570216,0.6805669620296135,0.1854332137032597
1772,3.998500000000001,0.9753444355965516,0.6557418754060068,0.1992759637468904
647,7.799000000000004,0.9753444355965516,0.6557418754060068,0.1992759637468904
1029,8.460799999999999,0.9632893805457612,0.7059354949174609,0.1807881239676426
2224,8.4795,0.9763296461570216,0.6805669620296135,0.1854332137032597
1119,7.327400000000012,0.9825335991459412,0.6505226000543523,0.1955398511852091
36,6.238499999999998,0.9753444355965516,0.6557418754060068,0.1992759637468904
2344,6.97,0.9753444355965516,0.6557418754060068,0.1992759637468904
1694,4.616499999999993,0.9753444355965516,0.6557418754060068,0.1992759637468904
1788,5.586599999999999,0.9753444355965516,0.6557418754060068,0.1992759637468904
479,7.163200000000002,0.9753444355965516,0.6557418754060068,0.1992759637468904
2416,4.824499999999999,0.9753444355965516,0.6557418754060068,0.1992759637468904
390,5.394000000000009,0.9753444355965516,0.6557418754060068,0.1992759637468904
2086,5.738500000000007,0.9753444355965516,0.6557418754060068,0.1992759637468904
189,4.864000000000008,0.9825335991459412,0.6505226000543523,0.1955398511852091
1758,7.009499999999998,0.9753444355965516,0.6557418754060068,0.1992759637468904
667,8.4515,0.9763296461570216,0.6805669620296135,0.1854332137032597
1252,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
358,6.964000000000008,0.9763296461570216,0.6805669620296135,0.1854332137032597
525,4.6275,0.9825335991459412,0.6505226000543523,0.1955398511852091
662,8.283000000000001,0.9763296461570216,0.6805669620296135,0.1854332137032597
2233,8.350000000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
1317,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
1632,6.058,0.8713036499205621,0.6707693987613078,0.2261128514333433
2093,7.712000000000001,0.9753444355965516,0.6557418754060068,0.1992759637468904
509,6.937000000000009,0.9753444355965516,0.6557418754060068,0.1992759637468904
1205,8.276,0.9632893805457612,0.7059354949174609,0.1807881239676426
1338,8.456,0.9763296461570216,0.6805669620296135,0.1854332137032597
322,5.865499999999993,0.9753444355965516,0.6557418754060068,0.1992759637468904
1359,7.849000000000013,0.9753444355965516,0.6557418754060068,0.1992759637468904
1581,8.2415,0.9632893805457612,0.7059354949174609,0.1807881239676426
1406,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
1883,7.229000000000001,0.9753444355965516,0.6557418754060068,0.1992759637468904
1293,7.7118,0.9825335991459412,0.6505226000543523,0.1955398511852091
2137,8.168000000000005,0.9632893805457612,0.7059354949174609,0.1807881239676426
1494,5.565999999999997,0.9753444355965516,0.6557418754060068,0.1992759637468904
2065,4.563500000000006,0.9753444355965516,0.6557418754060068,0.1992759637468904
2270,7.953999999999991,0.9763296461570216,0.6805669620296135,0.1854332137032597
2661,7.865999999999993,0.8713036499205621,0.6707693987613078,0.2261128514333433
450,8.307999999999998,0.9632893805457612,0.7059354949174609,0.1807881239676426
411,5.493999999999994,0.9753444355965516,0.6557418754060068,0.1992759637468904
518,8.2256,0.9763296461570216,0.6805669620296135,0.1854332137032597
2598,7.505499999999995,0.9753444355965516,0.6557418754060068,0.1992759637468904
1259,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
1684,8.442,0.9632893805457612,0.7059354949174609,0.1807881239676426
1770,5.905000000000002,0.9753444355965516,0.6557418754060068,0.1992759637468904
2616,6.002999999999995,0.9753444355965516,0.6557418754060068,0.1992759637468904
5,4.684999999999996,0.9753444355965516,0.6557418754060068,0.1992759637468904
1507,4.813999999999993,0.9632893805457612,0.7059354949174609,0.1807881239676426
2299,4.840999999999995,0.9753444355965516,0.6557418754060068,0.1992759637468904
1858,7.281600000000001,0.9753444355965516,0.6557418754060068,0.1992759637468904
1303,8.228,0.9632893805457612,0.7059354949174609,0.1807881239676426
1312,7.75,0.979074582486234,0.6878290508011252,0.3081932527832636
2076,8.242,0.9632893805457612,0.7059354949174609,0.1807881239676426
1474,7.247999999999999,0.9763296461570216,0.6805669620296135,0.1854332137032597
1949,7.768600000000013,0.9753444355965516,0.6557418754060068,0.1992759637468904
254,7.75,0.9771230040314072,0.6742539760991113,0.2406553729183964
1685,7.026,0.9753444355965516,0.6557418754060068,0.1992759637468904
2632,7.651,0.8713036499205621,0.6707693987613078,0.2261128514333433
34,8.3975,0.9763296461570216,0.6805669620296135,0.1854332137032597
1881,5.281999999999995,0.9753444355965516,0.6557418754060068,0.1992759637468904
501,8.296999999999999,0.9763296461570216,0.6805669620296135,0.1854332137032597
867,8.398000000000001,0.9581013825863338,0.6985190411929786,0.2212690097796678
2138,8.419500000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
1437,8.343200000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
589,8.060000000000002,0.9632893805457612,0.7059354949174609,0.1807881239676426
1610,7.204999999999997,0.9753444355965516,0.6557418754060068,0.1992759637468904
927,8.243999999999998,0.9763296461570216,0.6805669620296135,0.1854332137032597
930,7.75,0.9779416081329422,0.6609205354986126,0.2741277220398004
1362,8.323500000000001,0.9763296461570216,0.6805669620296135,0.1854332137032597
1819,5.452000000000005,0.9753444355965516,0.6557418754060068,0.1992759637468904
1783,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
2610,7.889999999999995,0.8713036499205621,0.6707693987613078,0.2261128514333433
1100,7.358,0.9753444355965516,0.6557418754060068,0.1992759637468904
2257,6.450500000000002,0.9763296461570216,0.6805669620296135,0.1854332137032597
1275,8.4865,0.9763296461570216,0.6805669620296135,0.1854332137032597
1051,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
2362,8.471499999999999,0.9632893805457612,0.7059354949174609,0.1807881239676426
1204,8.347999999999999,0.9632893805457612,0.7059354949174609,0.1807881239676426
1628,7.598,0.9786083359556312,0.6646622421266204,0.2935695302236249
1641,8.278,0.9763296461570216,0.6805669620296135,0.1854332137032597
1421,8.472000000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
2313,4.999000000000008,0.9753444355965516,0.6557418754060068,0.1992759637468904
2081,7.842000000000013,0.9753444355965516,0.6557418754060068,0.1992759637468904
1513,4.394000000000007,0.9753444355965516,0.6557418754060068,0.1992759637468904
1345,6.695500000000007,0.9753444355965516,0.6557418754060068,0.1992759637468904
446,5.030499999999996,0.9753444355965516,0.6557418754060068,0.1992759637468904
2349,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
1626,7.712000000000001,0.9753444355965516,0.6557418754060068,0.1992759637468904
208,5.052500000000006,0.9753444355965516,0.6557418754060068,0.1992759637468904
746,7.700000000000013,0.9825335991459412,0.6505226000543523,0.1955398511852091
2259,6.223,0.9753444355965516,0.6557418754060068,0.1992759637468904
507,5.9895000000000085,0.9753444355965516,0.6557418754060068,0.1992759637468904
585,8.371500000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
2411,5.547,0.9825335991459412,0.6505226000543523,0.1955398511852091
2174,7.547000000000009,0.9753444355965516,0.6557418754060068,0.1992759637468904
1390,8.460799999999999,0.9632893805457612,0.7059354949174609,0.1807881239676426
2018,8.468,0.9763296461570216,0.6805669620296135,0.1854332137032597
1000,6.774000000000008,0.9753444355965516,0.6557418754060068,0.1992759637468904
1672,6.904999999999997,0.9753444355965516,0.6557418754060068,0.1992759637468904
783,7.9736,0.9640782709104648,0.7310604642376518,0.2379486090052609
1360,3.9310000000000063,0.9753444355965516,0.6557418754060068,0.1992759637468904
88,7.9995,0.9763296461570216,0.6805669620296135,0.1854332137032597
25,5.361999999999997,0.9753444355965516,0.6557418754060068,0.1992759637468904
1373,7.266,0.9632893805457612,0.7059354949174609,0.1807881239676426
1467,5.275499999999995,0.9753444355965516,0.6557418754060068,0.1992759637468904
2389,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
248,5.533499999999999,0.9753444355965516,0.6557418754060068,0.1992759637468904
1813,6.035500000000001,0.9483082877214885,0.70374484197057,0.2386753435367721
511,5.077000000000007,0.9753444355965516,0.6557418754060068,0.1992759637468904
2987,5.136000000000007,0.9825335991459412,0.6505226000543523,0.1955398511852091
1619,6.146000000000002,0.9632893805457612,0.7059354949174609,0.1807881239676426
2497,6.890000000000003,0.8713036499205621,0.6707693987613078,0.2261128514333433
1058,7.615,0.9753998202872782,0.6570277997158268,0.2004174067091685
2200,7.803000000000013,0.9753444355965516,0.6557418754060068,0.1992759637468904
28,7.591999999999995,0.9763296461570216,0.6805669620296135,0.1854332137032597
621,5.956999999999994,0.9753444355965516,0.6557418754060068,0.1992759637468904
1668,7.071999999999998,0.9763296461570216,0.6805669620296135,0.1854332137032597
2500,6.723599999999994,0.9483287429532338,0.7037583465986282,0.2386799236367585
1884,8.2295,0.9632893805457612,0.7059354949174609,0.1807881239676426
234,4.041000000000007,0.9753444355965516,0.6557418754060068,0.1992759637468904
1164,4.556500000000008,0.9753444355965516,0.6557418754060068,0.1992759637468904
605,4.9120999999999935,0.9753444355965516,0.6557418754060068,0.1992759637468904
71,5.934,0.9753444355965516,0.6557418754060068,0.1992759637468904
1184,8.4216,0.9632893805457612,0.7059354949174609,0.1807881239676426
2415,8.424,0.9632893805457612,0.7059354949174609,0.1807881239676426
1300,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
2332,7.54,0.9753444355965516,0.6557418754060068,0.1992759637468904
1820,7.75,0.9753444355965516,0.6557418754060068,0.1992759637468904
1263,4.720999999999992,0.9753444355965516,0.6557418754060068,0.1992759637468904
459,8.10050000000001,0.8716652883574243,0.6718725724547516,0.2273093480800465
1885,8.4,0.9632893805457612,0.7059354949174609,0.1807881239676426
2191,7.297199999999998,0.9753444355965516,0.6557418754060068,0.1992759637468904
405,4.071499999999993,0.9753444355965516,0.6557418754060068,0.1992759637468904
284,5.276000000000003,0.9753444355965516,0.6557418754060068,0.1992759637468904
389,5.394000000000009,0.9753444355965516,0.6557418754060068,0.1992759637468904
1580,8.408000000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
1941,8.4955,0.9632893805457612,0.7059354949174609,0.1807881239676426
1019,6.028999999999994,0.9753444355965516,0.6557418754060068,0.1992759637468904
436,5.2850000000000055,0.9753444355965516,0.6557418754060068,0.1992759637468904
1873,8.464500000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
1726,8.264800000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
1676,7.027500000000008,0.9632893805457612,0.7059354949174609,0.1807881239676426
2143,8.225000000000001,0.9632893805457612,0.7059354949174609,0.1807881239676426
2245,4.981000000000004,0.9753444355965516,0.6557418754060068,0.1992759637468904
1653,7.635999999999999,0.9753444355965516,0.6557418754060068,0.1992759637468904
1807,6.763499999999996,0.9763296461570216,0.6805669620296135,0.1854332137032597
1516,6.991499999999998,0.9763296461570216,0.6805669620296135,0.1854332137032597
2920,7.502000000000009,0.8713036499205621,0.6707693987613078,0.2261128514333433
597,6.864300000000003,0.9753444355965516,0.6557418754060068,0.1992759637468904
2048,8.2825,0.9632893805457612,0.7059354949174609,0.1807881239676426
736,8.460799999999999,0.9632893805457612,0.7059354949174609,0.1807881239676426
