Label,PRESSURE_ZONE,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_MATERIAL,ACQUISITION,OWNERSHIP,BRIDGE_MAIN,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,shallow_main,Condition_score,OVERSIZED,CLEANED,Shape__Length,Installation_Month,Installation_Year,Break_Time
1,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,5,4,N,N,6.95,N,N,264.737779077195,12,2010,-8.0
0,KIT 6,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,2,N,N,9.1,N,Y,7.90006888598598,1,1985,39.0
0,KIT 4,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,5,3,21,N,N,9.35,N,N,112.687618541479,12,2013,11.0
0,KIT 5,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,32,N,N,9.35,N,Y,8.37997776099256,6,2004,20.0
0,KIT 5,TREATED,450,PVC,NO,NONE,PURCHASED,REGION,N,8,3,0,N,N,9.35,N,N,157.651651419348,6,2002,22.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,12,N,N,9.35,N,Y,6.64510931395792,1,1976,48.0
1,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,3,13,N,N,4.7,N,N,16.8202455965947,11,1976,34.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,2,20,N,N,9.1,N,N,9.49997824831241,8,1990,34.0
0,KIT 5,TREATED,450,PVC,NO,NONE,PURCHASED,REGION,N,7,6,0,N,N,9.35,N,Y,39.6330985200577,6,2002,22.0
0,KIT 5,TREATED,450,PVC,NO,NONE,PURCHASED,REGION,N,0,6,0,N,N,9.35,N,Y,7.53324860273176,6,2002,22.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,3,8,N,N,9.1,N,N,189.123990561511,1,1987,37.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,16,N,N,8.5,N,N,6.99855043200472,1,1970,54.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,6,16,N,N,9.1,N,N,227.458418772247,12,1994,30.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,0,2,24,N,N,9.1,N,N,0.728305980305309,1,1988,36.0
0,KIT 4,TREATED,150,CI,NO,NONE,PURCHASED,KITCHENER,N,6,4,23B,N,N,7.75,N,Y,4.02567985997157,4,1972,52.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,8,N,N,7.85,N,N,7.62088142062451,1,1967,57.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,8,N,N,4.05,N,N,135.620239425877,1,1967,41.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,5,5,N,N,4.55,N,N,88.739443732085,7,1958,60.0
1,KIT 4,TREATED,150,CI,NO,NONE,PURCHASED,KITCHENER,N,5,5,5,N,N,5.35,N,N,164.42727769167,1,1958,42.0
0,KIT 4,TREATED,150,CI,NO,NONE,PURCHASED,KITCHENER,N,5,5,5,N,N,7.75,N,N,0.601324406081438,1,1958,66.0
0,KIT 2W,TREATED,450,DI,NO,NONE,PURCHASED,REGION,N,6,5,0,N,N,9.1,N,N,1.83501747108795,4,1994,30.0
0,KIT 2EA,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,5,5,25,N,N,9.35,N,N,1.80028308926476,6,1998,26.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,16,N,N,9.35,N,N,4.25462639802262,6,1997,27.0
0,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,7,4,29,N,N,9.1,N,Y,111.31155507078,6,1985,39.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,4,27,N,N,9.1,N,Y,58.9090920744961,1,1987,37.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,4,27,N,N,9.1,N,Y,9.9046203559725,1,1987,37.0
0,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,1,8,N,N,9.1,N,N,203.660880601396,1,1988,36.0
0,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,1,8,N,N,9.1,N,N,3.76630902658624,1,1988,36.0
0,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,1,8,N,N,9.1,N,N,58.7379638139961,1,1988,36.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,7,6,43,N,N,8.5,N,Y,277.367937070971,9,1968,56.0
0,KIT 5,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,11.5316342180425,6,2005,19.0
0,KIT 6,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,6,5,N,N,9.35,N,Y,17.3893887787991,6,2006,18.0
0,KIT 6,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,8,6,5,N,N,9.35,N,Y,12.4480053169009,6,2006,18.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,2,20,N,N,9.1,N,N,94.3516577688511,8,1990,34.0
0,KIT 5,TREATED,450,DI,NO,NONE,PURCHASED,REGION,N,7,6,0,N,N,8.5,N,Y,289.902538158168,1,1980,44.0
0,KIT 5,TREATED,450,DI,NO,NONE,PURCHASED,REGION,N,7,6,0,N,N,8.5,N,Y,40.6954700125642,1,1980,44.0
0,KIT 5,TREATED,450,DI,NO,NONE,PURCHASED,REGION,N,7,6,0,N,N,8.5,N,Y,32.9003777529999,1,1980,44.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,6,3,13,N,N,9.1,N,N,16.6848982825481,1,1990,34.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,4,24,N,N,9.1,N,Y,230.336456650955,6,1985,39.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,2,38,N,N,7.75,N,N,58.6115280329232,1,1946,78.0
0,KIT 2E,TREATED,200,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,5,25,N,N,9.35,N,N,50.0747062366235,6,2004,20.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,26,N,N,9.35,N,Y,14.8613377854261,8,1996,28.0
0,KIT 6,TREATED,450,DI,NO,NONE,DONATED,DUAL CITY AND REGION,N,6,6,3,N,N,8.5,N,Y,34.2968744358225,1,1979,45.0
0,KIT 2W,TREATED,200,DI,NO,NONE,PURCHASED,KITCHENER,N,6,5,34,N,N,9.1,N,N,21.4076302639958,1,1985,39.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,1,7,N,N,8.5,N,N,20.6947539304032,1,1966,58.0
0,KIT 2E,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,5,20,N,N,8.5,N,N,147.733361089453,1,1972,52.0
0,KIT 4,TREATED,150,CI,NO,NONE,PURCHASED,KITCHENER,N,0,2,18,N,N,7.75,N,N,0.568074501866729,1,1922,102.0
0,KIT 4,TREATED,300,CI,NO,NONE,PURCHASED,KITCHENER,N,7,2,0,N,N,7.75,N,N,131.056841891677,1,1960,64.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,2,34,N,N,7.75,N,N,90.5786521845375,1,1954,70.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,4,N,N,5.85,N,N,193.400248366834,6,1962,35.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,4,N,N,5.85,N,N,193.400248366834,6,1962,61.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,4,N,N,7.85,N,N,124.944860782519,6,1962,62.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,15,N,N,6.25,N,Y,261.059600464771,1,1967,36.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,38,N,N,9.1,N,Y,248.611269149748,5,1984,40.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,6,2,25,N,N,9.1,N,N,126.432168279377,8,1991,33.0
1,KIT 2E,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,5,22,N,N,6.1,N,N,166.456330553346,5,1971,44.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,2,28,N,N,9.35,N,N,10.4734285627471,11,2005,19.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,2,28,N,N,9.35,N,N,2.89828780630208,11,2005,19.0
0,KIT 4,TREATED,300,CI,NO,NONE,PURCHASED,KITCHENER,N,7,4,10,N,N,7.85,N,Y,407.865379140301,1,1962,62.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,0,2,23,N,N,9.1,N,N,1.1655929312885,6,1994,30.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,4,12,N,N,8.5,N,Y,5.98471935301245,1,1976,48.0
1,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,4,12,N,N,6.5,N,Y,193.381289139859,1,1976,45.0
0,KIT 2W,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,7,5,38,N,N,9.35,N,N,12.9873351637463,6,2004,20.0
0,KIT 2W,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,38,N,N,9.35,N,N,192.207400856065,6,2004,20.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,13,N,N,5.45,N,N,188.660653009211,1,1966,44.0
1,KIT 4,TREATED,200,CI,NO,NONE,DONATED,KITCHENER,N,6,4,3,N,N,4.4,N,Y,162.540188861523,1,1963,40.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,4,14,N,N,8.5,N,Y,14.5650517752234,1,1967,57.0
0,KIT 6,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,5,N,N,9.1,N,Y,3.51793575756935,1,1991,33.0
0,KIT 2E,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,5,20,N,N,8.5,N,N,76.9043793647081,8,1972,52.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,3,10,N,N,9.35,N,N,105.278480913472,6,1998,26.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,6,16,N,N,8.5,N,N,228.09127354434,1,1969,55.0
0,KIT 5,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,6,19,N,N,9.35,N,Y,7.27166068575213,4,2009,15.0
0,KIT 5,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,6,19,N,N,9.35,N,Y,1.60518142261806,4,2009,15.0
0,KIT 4,TREATED,200,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,3,14,N,N,9.35,N,N,6.93573430871299,6,2001,23.0
0,KIT 2W,TREATED,100,DI,NO,NONE,PURCHASED,KITCHENER,N,6,5,34,N,N,8.5,N,N,86.6440362003058,1,1980,44.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,15,N,N,4.65,N,Y,194.012958413094,2,1966,38.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,15,N,N,4.65,N,Y,194.012958413094,2,1966,34.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,5,2,9,N,N,9.35,N,N,82.450647215951,7,2009,15.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,3,1,N,N,8.5,N,N,8.03390065178291,10,1968,56.0
1,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,3,1,N,N,6.5,N,N,167.557266905988,10,1968,33.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,3,1,N,N,8.5,N,N,174.947822448156,10,1968,56.0
0,KIT 2E,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,25,N,N,9.35,N,N,211.013133072358,6,1998,26.0
0,KIT 4,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,17,N,N,9.35,N,Y,5.94161042153577,6,1996,28.0
1,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,5,24,N,N,9.35,N,N,106.310896945563,6,2000,23.0
0,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,5,24,N,N,9.35,N,N,49.1235098829852,6,2000,24.0
0,KIT 5,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,5,6,19,N,N,8.5,N,Y,12.6746381378914,1,1971,53.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,6,12,N,N,9.1,N,Y,15.4679353965283,1,1987,37.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,6,12,N,N,9.1,N,Y,107.591745514366,1,1987,37.0
0,KIT 2E,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,5,21,N,N,8.5,N,N,76.1561570014848,1,1979,45.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,5,5,N,N,8.5,N,N,316.44473789292,1,1967,57.0
0,KIT 6,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,7,6,4,N,N,9.1,N,Y,293.256383363875,1,1985,39.0
0,KIT 4,TREATED,200,CI,NO,NONE,DONATED,KITCHENER,N,6,1,5,N,N,7.85,N,N,7.40781278186717,9,1964,60.0
0,BRIDGEPORT,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,47,N,N,9.35,N,N,135.689196263159,6,2006,18.0
0,BRIDGEPORT,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,47,N,N,9.35,N,N,84.550442292295,6,2006,18.0
0,BRIDGEPORT,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,6,2,47,N,N,8.5,N,N,12.1898777740754,1,1980,44.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,2,18,N,N,9.1,N,N,7.08835860300879,1,1984,40.0
1,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,5,4,N,N,6.55,N,N,118.684122645976,9,2010,-5.0
1,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,5,4,N,N,6.55,N,N,118.684122645976,9,2010,-10.0
1,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,2,28,N,N,6.95,N,N,73.8272730743131,5,2001,1.0
0,KIT 4,TREATED,150,DI,NO,NONE,PURCHASED,KITCHENER,N,6,1,9,N,N,9.1,N,N,3.614979612769,7,1988,36.0
0,KIT 2W,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,38,N,N,9.35,N,N,88.1309569280679,5,1994,30.0
0,KIT 2W,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,7,5,39,N,N,9.35,N,N,9.61310107913367,6,2006,18.0
0,KIT 5,TREATED,50,COP,NO,NONE,DONATED,KITCHENER,N,3,6,19,N,N,9.0,N,Y,4.18145180637761,1,1971,53.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,5,6,N,N,8.5,N,N,10.0071842292829,6,1965,59.0
0,KIT 2W,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,6,5,30,N,N,8.5,N,N,6.29304249779034,6,1975,49.0
0,KIT 4,TREATED,300,CI,NO,NONE,PURCHASED,KITCHENER,N,7,4,4,N,N,7.75,N,Y,5.50554455287169,1,1958,66.0
0,KIT 2E,TREATED,750,CPP,NO,NONE,DONATED,REGION,N,10,5,22,N,N,9.35,N,N,74.0124814656525,1,1987,37.0
0,KIT 2E,TREATED,750,CPP,NO,NONE,DONATED,REGION,N,0,5,22,N,N,9.35,N,N,0.623736994617633,1,1987,37.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,4,31,N,N,9.1,N,Y,5.1411270333987,11,1987,37.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,4,23A,N,N,9.1,N,Y,1.78948967364354,1,1991,33.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,27,N,N,9.35,N,N,9.1424394570939,6,2001,23.0
0,KIT 6,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,7,6,35,N,N,9.35,N,Y,81.6639264460672,6,1996,28.0
0,KIT 5,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,38,N,N,8.5,N,Y,7.6530510756157,11,1980,44.0
0,KIT 5,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,6,15,N,N,7.85,N,Y,1.99066059262565,1,1968,56.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,3,8,N,N,9.1,N,N,9.97074777599198,1,1991,33.0
1,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,4,N,N,6.15,N,N,108.939823715635,9,2010,-5.0
1,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,4,N,N,6.15,N,N,108.939823715635,9,2010,-11.0
1,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,4,N,N,6.15,N,N,108.939823715635,9,2010,-3.0
1,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,5,4,N,N,5.75,N,N,108.620346412618,9,2010,-9.0
1,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,5,4,N,N,5.75,N,N,108.620346412618,9,2010,-12.0
0,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,0,2,9,N,N,9.35,N,N,5.24320892136354,8,2010,14.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,7,6,12,N,N,8.5,N,Y,155.164201357008,1,1973,51.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,3,N,N,5.35,N,N,131.12053710593,1,1958,44.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,4,23A,N,N,9.1,N,Y,38.1514420301354,5,1987,37.0
1,KIT 2W,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,5,34,N,N,7.35,N,N,315.22650688685,1,1961,56.0
0,KIT 4,TREATED,50,COP,NO,NONE,DONATED,KITCHENER,N,6,5,22,N,N,9.0,N,N,67.9218106701973,1,1971,53.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,0,2,28,N,N,9.35,N,N,0.940702104289581,11,2005,19.0
0,KIT 6,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,0,N,N,9.35,N,Y,4.78608021629172,6,2006,18.0
0,KIT 4,TREATED,300,CI,NO,NONE,DONATED,KITCHENER,N,7,4,10,N,N,7.75,N,Y,58.9704436145528,7,1960,64.0
0,KIT 2W,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,5,30,N,N,8.5,N,N,12.8035612652943,9,1976,48.0
0,KIT 2W,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,7,5,30,N,N,8.5,N,N,80.4524630593969,9,1976,48.0
0,KIT 2W,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,0,5,30,N,N,8.5,N,N,4.43465244795621,9,1976,48.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,2,23,N,N,8.65,N,N,66.8500671098527,1,1991,33.0
0,KIT 5,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,6,15,N,N,8.5,N,Y,68.7264572989533,1,1968,56.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,4,28,N,N,9.1,N,Y,2.96725821040126,6,1985,39.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,9,N,N,9.35,N,N,63.5751422424886,7,2009,15.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,6,5,19,N,N,9.1,N,N,7.0146796014065,1,1989,35.0
0,KIT 2EA,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,5,5,28,N,N,9.35,N,N,0.511653187985118,1,2003,21.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,2,32,N,N,9.1,N,N,11.9600360685764,6,1994,30.0
0,KIT 4,TREATED,200,CI,NO,NONE,DONATED,KITCHENER,N,6,5,7,N,N,7.75,N,N,63.5018700548559,1,1952,72.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,4,13,N,N,8.5,N,Y,1.43543615741226,1,1965,59.0
0,KIT 4,TREATED,100,CI,NO,NONE,DONATED,KITCHENER,N,0,1,17,N,N,7.75,N,N,0.717799896084821,6,1927,97.0
0,KIT 5,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,35.6978940401579,6,2006,18.0
0,KIT 4,TREATED,600,CPP,NO,NONE,DONATED,REGION,N,7,5,3,N,N,9.15,N,N,247.624975243669,1,1963,61.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,5,15,N,N,6.15,N,N,376.742935094321,1,1959,58.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,5,15,N,N,6.15,N,N,376.742935094321,1,1959,61.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,6,3,14,N,N,8.5,N,N,149.473935539308,1,1972,52.0
0,KIT 6,TREATED,450,PVC,NO,NONE,DONATED,DUAL CITY AND REGION,N,7,6,34,N,N,9.35,N,Y,99.1621970923144,1,1998,26.0
0,KIT 5,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,21,N,N,8.5,N,Y,5.80944403951374,1,1974,50.0
0,KIT 6,TREATED,300,DI,NO,NONE,DONATED,DUAL CITY AND REGION,N,7,6,9,N,N,8.5,N,Y,10.3631065999649,5,1978,46.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,0,4,10,N,N,8.5,N,Y,0.645991950258809,1,1960,64.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,16,N,N,9.35,N,Y,8.70433294332663,6,1999,25.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,16,N,N,9.35,N,Y,110.212265192096,6,1999,25.0
0,KIT 2W,TREATED,200,PVCF,NO,NONE,PURCHASED,KITCHENER,N,6,5,35,N,N,9.35,N,N,1.87251465115791,12,2011,13.0
0,KIT 5,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,0,3,0,N,N,9.35,N,N,23.9936428849103,11,2012,12.0
0,KIT 5,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,0,3,0,N,N,9.35,N,N,21.0319488982721,11,2012,12.0
0,KIT 4,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,3,20,N,N,9.35,N,N,84.7022363584246,11,2012,12.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,5,19,N,N,9.35,N,N,73.8775686726092,6,2006,18.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,19,N,N,9.35,N,N,71.8187611087744,6,2006,18.0
0,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,8,2,2,N,N,9.35,N,N,7.63003774534508,10,2012,12.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,3,5,N,N,8.5,N,N,12.6406206194956,1,1974,50.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,18,N,N,9.35,N,N,18.8957801435631,6,1997,27.0
0,KIT 4,TREATED,100,CI,NO,NONE,DONATED,KITCHENER,N,0,2,1,N,N,5.5,N,N,8.10792206796487,6,1922,102.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,5,5,1,N,N,9.35,N,N,14.9264658346104,6,2006,18.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,22,N,N,3.95,N,Y,102.350586368238,1,1960,53.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,0,4,22,N,N,7.75,N,Y,1.13142031823675,1,1960,64.0
0,KIT 6,TREATED,300,DI,NO,NONE,DONATED,DUAL CITY AND REGION,N,7,6,8,N,N,8.5,N,Y,1.05909259272513,1,1980,44.0
0,KIT 6,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,7,N,N,9.1,N,Y,0.680705986714015,1,1992,32.0
0,KIT 5,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,7,6,30,N,N,9.35,N,Y,108.058898000731,9,1995,29.0
0,KIT 2W,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,5,31,N,N,8.5,N,N,12.679391089667,1,1971,53.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,5,12,N,N,7.75,N,N,7.62020935827248,1,1954,70.0
0,BRIDGEPORT,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,6,2,48,N,N,8.5,N,N,19.3765916597555,1,1981,43.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,2,37,N,N,7.3,N,N,288.093855552349,1,1952,72.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,23C,N,N,4.05,N,Y,85.0792599930877,1,1966,40.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,23C,N,N,4.05,N,Y,85.0792599930877,1,1966,48.0
0,KIT 4,TREATED,150,CI,NO,NONE,PURCHASED,KITCHENER,N,6,5,3,N,N,7.75,N,N,1.42856153320431,1,1945,79.0
0,KIT 5,TREATED,300,CI,NO,NONE,DONATED,KITCHENER,N,7,3,0,N,N,7.75,N,N,81.2209578294048,1,1959,65.0
0,KIT 4,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,3,20,N,N,9.35,N,N,10.2539235399343,6,2005,19.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,3,4,N,N,8.5,N,N,161.388053190741,1,1972,52.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,5,15,N,N,7.75,N,N,94.6720194630413,1,1958,66.0
0,KIT 4,TREATED,150,AC,NO,NONE,DONATED,KITCHENER,N,4,3,18,N,N,8.7,N,N,4.39978553620695,6,1975,49.0
0,KIT 6,TREATED,450,PVC,NO,NONE,PURCHASED,REGION,N,7,6,0,N,N,9.35,N,Y,8.91534091291472,6,2007,17.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,2,28,N,N,9.1,N,N,152.701535264817,7,1984,40.0
