Label,PRESSURE_ZONE,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_MATERIAL,ACQUISITION,OWNERSHIP,BRIDGE_MAIN,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,shallow_main,Condition_score,OVERSIZED,CLEANED,Shape__Length,Installation_Month,Installation_Year,Break_Time
0,KIT 6,TREATED,450,DI,NO,NONE,PURCHASED,REGION,N,6,6,40,N,N,9.1,N,Y,14.7141693888793,6,1990,34.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,6,21,N,N,8.5,N,N,7.79959535085531,3,1975,49.0
0,KIT 5,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,6,21,N,N,8.5,N,N,13.7274815589327,11,1975,49.0
1,KIT 4,TREATED,300,CI,NO,NONE,PURCHASED,KITCHENER,N,6,1,1,N,N,7.35,N,N,258.684356900045,1,1955,58.0
0,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,0,2,22,N,N,9.35,N,N,0.851848741456259,12,2009,15.0
0,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,2,22,N,N,9.35,N,N,41.8660322036714,12,2009,15.0
0,KIT 4,TREATED,600,CPP,NO,NONE,DONATED,REGION,N,7,4,0,N,N,9.35,N,Y,7.47487220621112,12,1991,33.0
0,KIT 4,TREATED,150,DI,NO,NONE,PURCHASED,KITCHENER,N,0,5,17,N,N,8.5,N,N,1.21987363348743,7,1965,59.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,3,19,N,N,9.35,N,N,11.2809349975701,6,2000,24.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,4,23C,N,N,8.5,N,Y,7.62115592562542,1,1966,58.0
1,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,4,23C,N,N,5.7,N,Y,123.900955178527,1,1966,33.0
0,KIT 6,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,5,6,5,N,N,9.1,N,Y,44.3709311387365,6,1985,39.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,22,N,N,6.15,N,Y,261.005580510113,1,1961,40.0
0,KIT 5,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,212.128526263557,6,2004,20.0
0,KIT 4,TREATED,900,CPP,NO,NONE,DONATED,REGION,N,0,6,0,N,N,9.35,N,Y,478.756359764162,1,1990,34.0
0,KIT 2W,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,7,5,39,N,N,9.35,N,N,12.4975300020644,6,2006,18.0
0,KIT 2E,TREATED,750,CPP,NO,NONE,PURCHASED,REGION,N,7,5,0,N,N,9.35,N,N,125.930112331424,1,1987,37.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,2,9,N,N,9.35,N,N,10.1031628437831,8,2010,14.0
0,KIT 5,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,26,N,N,9.35,N,Y,137.830835336695,6,2002,22.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,4,N,N,7.75,N,Y,35.0004217913024,7,1974,50.0
0,KIT 2EA,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,25,N,N,9.35,N,N,33.1099957239801,6,1998,26.0
0,KIT 4,TREATED,100,DI,NO,NONE,DONATED,KITCHENER,N,5,4,3,N,N,8.5,N,Y,19.2390350510253,6,1964,60.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,3,2,N,N,8.5,N,N,12.416243831018,1,1969,55.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,8,2,1,N,N,9.1,N,N,19.8478273857515,6,1993,31.0
0,KIT 6,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,4,N,N,8.5,N,Y,4.94245744568628,1,1980,44.0
0,KIT 2E,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,25,N,N,9.35,N,N,5.93049025548804,6,1998,26.0
0,KIT 4,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,7,4,22,N,N,9.35,N,Y,120.983881528479,6,2000,24.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,15,N,N,9.35,N,N,7.29103342864476,6,1998,26.0
1,KIT 4,TREATED,200,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,5,14,N,N,6.15,N,N,80.0096728197837,8,2008,-5.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,6,22,N,N,8.5,N,Y,255.051842809699,1,1974,50.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,2,16,N,N,9.1,N,N,101.908355069275,1,1992,32.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,18,N,N,8.5,N,Y,260.67152839532,1,1976,48.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,1,N,N,5.05,N,Y,364.787367309282,1,1964,53.0
0,KIT 4,TREATED,150,DI,NO,NONE,PURCHASED,KITCHENER,N,7,1,5,N,N,9.1,N,N,82.6744570592544,5,1993,31.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,2,36,N,N,7.75,N,N,169.253736718825,1,1952,72.0
0,KIT 6,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,7,6,35,N,N,9.35,N,Y,20.4554256196238,6,1996,28.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,3,6,N,N,8.05,N,N,48.6941016329798,1,1974,50.0
0,KIT 2W,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,42,N,N,9.35,N,N,5.42343970578285,6,1998,26.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,3,9,N,N,9.1,N,N,122.547041989445,1,1987,37.0
0,KIT 2W,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,37,N,N,9.35,N,N,7.37737944397677,8,2010,14.0
0,KIT 5,TREATED,100,DI,NO,NONE,DONATED,KITCHENER,N,7,3,0,N,N,8.5,N,N,69.5824278737377,1,1976,48.0
0,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,2,30,N,N,9.35,N,N,135.434793012723,9,2008,16.0
1,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,43,N,N,4.7,N,Y,166.47668800806,1,1972,27.0
1,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,43,N,N,4.7,N,Y,166.47668800806,1,1972,27.0
1,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,43,N,N,4.7,N,Y,166.47668800806,1,1972,30.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,7,N,N,7.75,N,Y,239.295194777996,1,1955,69.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,4,0,N,N,9.1,N,Y,97.1271371159686,1,1989,35.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,3,4,N,N,8.5,N,N,114.78101506946,1,1969,55.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,5,4,N,N,5.35,N,N,238.44851624141,1,1957,43.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,5,4,N,N,5.35,N,N,238.44851624141,1,1957,51.0
0,KIT 6,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,34,N,N,9.35,N,Y,79.2948305869524,4,2001,23.0
0,KIT 4,TREATED,450,DI,NO,NONE,DONATED,REGION,N,6,2,7,N,N,9.1,N,N,25.4050275034307,9,1987,37.0
0,KIT 4,TREATED,200,DI,NO,NONE,PURCHASED,KITCHENER,N,6,2,17,N,N,9.1,N,N,79.9501037939074,6,1991,33.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,1,N,N,7.75,N,Y,13.0844447704059,4,1972,52.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,1,N,N,7.75,N,Y,189.357270755489,4,1972,52.0
0,KIT 2W,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,5,32,N,N,8.5,N,N,12.3108850864068,1,1981,43.0
0,KIT 4,TREATED,300,CI,NO,NONE,PURCHASED,KITCHENER,N,8,4,0,N,N,7.75,N,Y,3.60233186426159,1,1959,65.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,7,4,9,N,N,4.55,N,Y,170.03311484553,1,1961,51.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,7,4,9,N,N,4.55,N,Y,170.03311484553,1,1961,61.0
0,KIT 2W,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,0,5,46,N,N,9.35,N,N,6.37819653635978,1,2015,9.0
0,BRIDGEPORT,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,2,46,N,N,9.1,N,N,12.5181074449917,11,1992,32.0
0,BRIDGEPORT,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,2,47,N,N,9.35,N,N,10.8716893120139,6,2006,18.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,20,N,N,4.3,N,N,289.429009360319,1,1956,55.0
1,KIT 4,UNTREATED,250,DI,NO,NONE,DONATED,REGION,N,0,1,24,N,N,6.9,N,N,433.98750631415,1,1969,31.0
1,KIT 4,UNTREATED,250,DI,NO,NONE,DONATED,REGION,N,0,1,24,N,N,6.9,N,N,433.98750631415,1,1969,50.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,3,8,N,N,8.5,N,N,77.4890860374186,1,1978,46.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,8,N,N,5.45,N,Y,130.741676567669,1,1964,46.0
0,KIT 2W,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,5,30,N,N,8.5,N,N,187.863763437492,1,1977,47.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,31,N,Y,3.5,N,N,122.356315935997,1,1954,59.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,31,N,Y,3.5,N,N,122.356315935997,1,1954,65.0
1,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,17,N,N,4.7,N,Y,14.8190127619073,1,1969,52.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,5,4,30,N,N,9.35,N,Y,6.1728853913101,5,2010,14.0
0,KIT 4,TREATED,250,CI,NO,NONE,DONATED,KITCHENER,N,7,2,9,N,N,7.75,N,N,6.41376797592893,6,1889,135.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,2,17,N,N,9.35,N,N,1.50876622996859,7,2010,14.0
0,KIT 4,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,31,N,N,9.35,N,Y,7.5397495090757,6,2004,20.0
0,KIT 4,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,31,N,N,9.35,N,Y,68.8883265470811,6,2004,20.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,23C,N,N,4.0,N,N,253.436925163724,6,1967,31.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,23C,N,N,5.45,N,N,316.991959394267,6,1967,36.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,23C,N,N,5.45,N,N,316.991959394267,6,1967,45.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,22,N,N,7.75,N,N,7.54111020936569,1,1948,76.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,3,N,N,7.75,N,N,19.9743676310228,1,1956,68.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,3,N,N,5.35,N,N,462.9910050047,1,1956,48.0
1,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,13,N,N,6.9,N,N,247.333890121534,1,1972,42.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,6,13,N,N,8.5,N,N,13.6111491305666,1,1972,52.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,31,N,N,4.95,N,N,53.203833188656,1,1956,56.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,3,3,N,N,8.5,N,N,19.411262842245,1,1969,55.0
0,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,1,19,N,N,9.35,N,N,159.49864721829,6,2008,16.0
1,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,1,7,N,N,6.5,N,N,167.302510531531,1,1966,51.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,4,24,N,N,9.1,N,Y,7.72273125788152,6,1986,38.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,4,24,N,N,9.1,N,Y,167.365964621864,6,1986,38.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,3,6,N,N,8.5,N,N,7.86256101872708,1,1974,50.0
0,KIT 6,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,36,N,N,9.35,N,Y,37.2108451470357,6,2006,18.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,23,N,N,5.85,N,N,92.0945974475922,1,1963,42.0
0,KIT 4,TREATED,200,PVC,NO,NONE,PURCHASED,KITCHENER,N,0,4,31,N,N,9.35,N,Y,1.84172076584717,6,2011,13.0
0,KIT 4,TREATED,200,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,4,31,N,N,9.35,N,Y,2.21153544954032,6,2011,13.0
0,KIT 2W,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,5,30,N,N,9.1,N,N,5.68214657994994,1,1986,38.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,3,6,N,N,8.5,N,N,187.861725313339,10,1974,50.0
0,KIT 2W,TREATED,200,DI,NO,NONE,PURCHASED,KITCHENER,N,7,5,34,N,N,9.1,N,N,11.9764271205084,2,1982,42.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,3,13,N,N,9.1,N,N,20.3449068421047,7,1987,37.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,3,13,N,N,9.1,N,N,158.151982493331,7,1987,37.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,7,3,13,N,N,9.1,N,N,153.515300656889,7,1987,37.0
0,KIT 4,TREATED,300,DI,NO,NONE,PURCHASED,KITCHENER,N,6,3,13,N,N,9.1,N,N,158.138048722215,7,1987,37.0
0,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,5,4,25,N,N,9.1,N,Y,36.467503723692,6,1986,38.0
1,KIT 5,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,6,12,N,N,6.9,N,Y,260.433581793362,1,1973,41.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,6,12,N,N,8.5,N,Y,6.96379706155264,1,1973,51.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,12,N,N,9.35,N,Y,147.817877515757,11,1976,48.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,4,12,N,N,9.35,N,Y,13.809578403909,11,1976,48.0
0,KIT 2W,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,40,N,N,9.35,N,N,134.917403009315,6,2004,20.0
0,KIT 2W,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,39,N,N,9.35,N,N,13.0905819460125,6,2004,20.0
1,KIT 5,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,6,43,N,N,5.25,N,Y,231.952209483031,11,1970,29.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,23,N,N,6.25,N,N,218.077431655285,1,1963,51.0
1,KIT 5,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,41,N,Y,4.45,N,Y,265.106160600547,1,1971,34.0
1,KIT 5,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,41,N,Y,4.45,N,Y,265.106160600547,1,1971,35.0
1,KIT 4,TREATED,200,CI,NO,NONE,DONATED,KITCHENER,N,6,5,13,N,N,4.9,N,N,151.582203435575,9,1953,51.0
0,KIT 2W,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,5,31,N,N,8.5,N,N,102.983535618404,1,1974,50.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,13,N,N,5.85,N,N,93.7156087288975,1,1965,32.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,17,N,N,7.75,N,N,6.40041181055871,1,1952,72.0
0,KIT 4,TREATED,300,PVC,NO,NONE,PURCHASED,KITCHENER,N,7,4,30,N,N,9.35,N,Y,4.78039262069894,6,2001,23.0
0,KIT 5,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,6,28,N,N,9.35,N,Y,126.760204006777,10,1999,25.0
1,KIT 4,TREATED,150,DI,NO,NONE,PURCHASED,KITCHENER,N,7,5,29,N,N,6.5,N,N,99.8725921676203,1,1971,38.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,21,N,N,7.85,N,Y,14.3718219131449,6,1965,59.0
0,KIT 4,TREATED,150,CI,NO,NONE,PURCHASED,KITCHENER,N,7,2,31,N,N,7.75,N,N,8.11152734296373,1,1952,72.0
0,KIT 5,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,26,N,N,9.35,N,Y,62.5006796838794,6,2002,22.0
0,KIT 4,TREATED,150,CI,NO,NONE,PURCHASED,KITCHENER,N,5,4,1,N,N,7.85,N,Y,40.97667594165,6,1964,60.0
0,KIT 5,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,7,6,29,N,N,9.35,N,Y,12.9162314825222,6,2000,24.0
0,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,3,7,N,N,8.5,N,N,6.36010646546523,1,1978,46.0
0,KIT 2W,TREATED,200,PVC,NO,NONE,PURCHASED,KITCHENER,N,0,5,46,N,N,9.35,N,N,19.3526772589397,1,2015,9.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,1,19,N,N,7.75,N,N,7.53504749938705,3,1973,51.0
0,KIT 6,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,6,5,N,N,9.1,N,Y,2.11764673079973,6,1991,33.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,5,4,31,N,N,9.35,N,Y,94.1000565118797,6,2004,20.0
0,KIT 6,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,40,N,N,9.1,N,Y,90.8606978638731,6,1983,41.0
1,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,5,5,1,N,N,5.75,N,N,106.865644815015,8,2008,-5.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,18,N,N,9.35,N,N,84.1144067209544,6,2003,21.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,6,N,N,8.35,N,N,10.0657734990878,1,1972,52.0
0,KIT 5,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,42,N,N,8.5,N,Y,12.8496670755287,7,1969,55.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,3,9,N,N,9.1,N,N,7.27668127702292,9,1987,37.0
0,KIT 5,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,10.4793346839165,6,2004,20.0
0,KIT 5,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,3,0,N,N,9.35,N,N,10.696268914325,6,2004,20.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,8,N,N,5.75,N,Y,363.398886463311,6,1958,56.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,8,N,N,5.75,N,Y,363.398886463311,6,1958,48.0
0,KIT 5,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,30,N,N,9.35,N,Y,81.1227259044874,11,1996,28.0
0,KIT 5,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,32,N,N,9.35,N,Y,3.51426774201578,6,2001,23.0
0,KIT 6,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,6,1,N,N,9.35,N,Y,12.3969790707401,6,2007,17.0
0,KIT 2W,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,5,30,N,N,8.5,N,N,12.0837337083254,1,1976,48.0
0,KIT 2W,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,5,30,N,N,8.5,N,N,17.4024393861759,1,1976,48.0
0,KIT 2W,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,5,30,N,N,8.5,N,N,165.856468619512,1,1976,48.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,4,33,N,N,9.1,N,Y,106.878181060822,1,1989,35.0
0,KIT 2W,TREATED,200,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,38,N,N,9.35,N,N,5.08475313090155,5,1994,30.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,1,8,N,N,4.65,N,N,190.822457592331,1,1967,36.0
0,KIT 2W,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,5,5,30,N,N,9.1,N,N,4.90035835379192,1,1993,31.0
0,KIT 4,TREATED,150,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,26,N,N,9.35,N,N,116.119382959325,10,2007,17.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,5,11,N,N,8.5,N,N,5.12346139380755,12,1974,50.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,4,29,N,N,9.1,N,Y,150.307675623927,1,1994,30.0
0,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,1,8,N,N,8.5,N,N,74.5206023461818,1,1967,57.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,2,15,N,N,7.75,N,N,7.04845533696466,1,1944,80.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,3,0,N,N,9.1,N,N,25.0431759020452,4,1987,37.0
0,KIT 5,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,6,3,0,N,N,9.1,N,N,193.525393748057,4,1987,37.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,5,4,N,N,7.75,N,N,8.02629847430228,1,1958,66.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,4,14,N,N,8.5,N,Y,59.1332792124671,1,1970,54.0
0,KIT 2E,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,5,25,N,N,9.1,N,N,166.433926451179,1,1991,33.0
1,KIT 4,TREATED,100,CI,NO,NONE,DONATED,KITCHENER,N,5,1,31,N,N,5.35,N,N,66.8025554738046,1,1954,49.0
0,KIT 2W,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,40,N,N,9.35,N,N,12.2488553084157,6,2006,18.0
1,KIT 6,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,6,9,N,N,7.9,N,N,150.763588783094,1,1987,31.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,4,7,N,N,4.55,N,Y,94.8997969372358,1,1959,40.0
0,KIT 5,TREATED,100,DI,NO,NONE,DONATED,KITCHENER,N,0,6,44,N,N,9.1,N,Y,2.03786292897198,1,1988,36.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,9,N,Y,3.5,N,Y,83.7546197194622,1,1958,42.0
0,KIT 2W,TREATED,100,DI,NO,NONE,DONATED,KITCHENER,N,5,5,34,N,N,9.1,N,N,9.40175588408046,1,1985,39.0
0,KIT 4,TREATED,150,PVC,NO,NONE,DONATED,KITCHENER,N,7,4,26,N,N,9.35,N,Y,3.2616462335377,8,1997,27.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,4,25,N,N,8.5,N,Y,12.4808385147998,1,1973,51.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,7,3,4,N,N,8.5,N,N,61.067157714651,7,1965,59.0
0,KIT 4,TREATED,200,PVC,NO,NONE,PURCHASED,KITCHENER,N,6,2,18,N,N,9.35,N,N,4.15405459027004,6,2003,21.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,4,16,N,N,9.1,N,Y,60.1364788276598,1,1988,36.0
0,KIT 4,TREATED,200,DI,NO,NONE,DONATED,KITCHENER,N,6,4,16,N,N,9.1,N,Y,5.14208743628011,1,1988,36.0
0,KIT 4,TREATED,600,DI,NO,NONE,DONATED,KITCHENER,N,7,4,12,N,N,8.5,N,Y,0.596208285529303,1,1976,48.0
0,KIT 2W,TREATED,300,PVC,NO,NONE,DONATED,KITCHENER,N,6,5,45,N,N,9.35,N,N,10.3177500590115,7,2010,14.0
0,KIT 4,TREATED,600,CPP,NO,NONE,PURCHASED,REGION,N,6,1,1,N,N,9.15,N,N,256.103316968945,10,1973,51.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,18,N,N,7.75,N,Y,1.33205723743472,1,1953,71.0
1,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,6,4,18,N,Y,4.9,N,Y,81.1397514745436,1,1953,61.0
0,KIT 4,TREATED,300,DI,NO,NONE,DONATED,KITCHENER,N,6,4,29,N,N,9.1,N,Y,13.4213707438597,6,1985,39.0
0,KIT 4,TREATED,150,CI,NO,NONE,DONATED,KITCHENER,N,5,5,12,N,N,7.75,N,N,69.9910991407624,1,1954,70.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,4,21,N,N,8.5,N,Y,54.6116471142559,1,1965,59.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,7,1,23,N,N,8.5,N,N,190.464438162094,1,1971,53.0
0,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,7,1,23,N,N,8.5,N,N,0.609292310756423,1,1971,53.0
1,KIT 4,TREATED,150,DI,NO,NONE,DONATED,KITCHENER,N,5,1,5,N,N,6.5,N,N,294.117548613612,1,1962,43.0
